,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Female,Male,France,Germany,Spain,CustomerValue,PurchaseValue,Worth,Affordance,TotalBalance,Balance_,Exited
4709,0.408,0.17567567567567569,0.1,0.0,0.3333333333333333,0,1,0.9633368486690478,0,1,1,0,0,0.05,0.24852459016393444,0.0,0.6368098159509202,0.47240239310698995,0.9454542812644031,0
4710,0.47,0.2972972972972973,0.3,0.6467207861167855,0.3333333333333333,1,0,0.6851500818328151,1,0,0,1,0,0.15,0.26885245901639343,0.3972642311692271,0.19631901840490798,0.7339782099327747,0.12356028812130655,0
4711,0.808,0.28378378378378377,0.3,0.29851295400455224,0.0,0,0,0.17210933644163015,0,1,1,0,0,0.075,0.13245901639344262,0.18807073011782444,0.265439672801636,0.26797225733892477,0.19834143659985715,0
4712,0.248,0.4864864864864865,0.3,0.0,0.0,1,0,0.5420397147927626,0,1,1,0,0,0.075,0.04065573770491803,0.0,0.150920245398773,0.2657219427359549,0.5318694420692001,1
4713,0.974,0.22972972972972974,0.0,0.5740880689845028,0.0,1,0,0.7266380939379711,0,1,0,1,0,0.0,0.15967213114754097,0.4030260446140673,0.9840490797546012,0.7096268680478927,0.006016836775292814,0
4714,0.434,0.06756756756756757,0.9,0.3727497487127144,0.0,0,1,0.4071090289122611,1,0,1,0,0,0.225,0.07114754098360655,0.39820999705034754,0.0343558282208589,0.42895055789069975,0.05907691437677368,0
4715,0.9,0.2702702702702703,0.1,0.0,0.3333333333333333,1,0,0.2577338635839722,0,1,0,0,1,0.05,0.4098360655737705,0.0,0.9386503067484663,0.12624683919013208,0.2527681135779127,0
4716,0.592,0.0,1.0,0.0,0.3333333333333333,0,1,0.26394305656190165,0,1,1,0,0,0.5,0.30885245901639347,0.0,0.03631901840490797,0.1292929524862552,0.2588636406366442,0
4717,0.554,0.2702702702702703,0.8,0.42616075714247165,0.3333333333333333,0,1,0.4213327872811853,0,1,0,1,0,0.4,0.2963934426229508,0.2755576638571643,0.05322085889570552,0.4688023116823592,0.11089684685628882,0
4718,0.31,0.10810810810810811,0.8,0.4502727382261061,0.0,1,0,0.7250694441319145,0,1,1,0,0,0.2,0.05081967213114754,0.42552486329811545,0.03450920245398773,0.6326504428727666,0.15697322316431836,0
4719,0.432,0.22972972972972974,0.1,0.49040628408131764,0.0,1,0,0.33120092968878523,1,0,0,1,0,0.025,0.07081967213114754,0.34427906728107155,0.6515337423312884,0.46412768123935,0.2785063160611188,1
4720,0.538,0.20270270270270271,0.3,0.40051687918389495,0.3333333333333333,0,1,0.1821931994505475,1,0,0,1,0,0.15,0.29114754098360657,0.29821502382750736,0.21022494887525564,0.33570142319912155,0.31407461871170506,0
4721,0.814,0.35135135135135137,0.4,0.4915228728923365,0.0,1,0,0.6856890333026804,1,0,1,0,0,0.1,0.13344262295081968,0.27448188741138907,0.18926380368098158,0.6387201251062271,0.06750826162069691,0
4722,0.596,0.1891891891891892,0.0,0.0,0.0,0,1,0.5866146717011473,0,1,1,0,0,0.0,0.09770491803278689,0.0,0.7521472392638037,0.2875895782556397,0.5756284067112454,0
4723,0.542,0.32432432432432434,0.8,0.2737513067556632,0.0,1,1,0.3707660581585541,0,1,0,0,1,0.2,0.08885245901639344,0.16015095988789455,0.05230061349693252,0.35018900709590445,0.02656717492015496,0
4724,0.386,0.4189189189189189,0.6,0.2372763379745139,0.0,1,0,0.5212596802994686,0,1,0,1,0,0.15,0.06327868852459016,0.11898192373108868,0.06809815950920245,0.401568434836181,0.21923000060429032,0
4725,0.616,0.33783783783783783,0.7,0.5590331915240965,0.3333333333333333,1,0,0.013687007109178924,1,0,1,0,0,0.35,0.31672131147540983,0.31944182173864544,0.07239263803680981,0.3506003741823867,0.6747316761967979,0
4726,0.566,0.43243243243243246,0.7,0.35194628225348384,0.0,1,1,0.9797214633997546,0,1,0,1,0,0.175,0.09278688524590165,0.1729533637807646,0.0680105170902717,0.6970591607640433,0.5280666838054072,0
4727,0.596,0.013513513513513514,0.1,0.0,0.3333333333333333,0,1,0.11046194911614057,1,0,1,0,0,0.05,0.3101639344262295,0.0,0.7521472392638037,0.05399800775575005,0.10819216903556493,0
4728,0.302,0.2972972972972973,0.5,0.4569806808812295,0.0,0,0,0.632682121142569,0,1,0,1,0,0.125,0.04950819672131147,0.28071168075412456,0.08,0.5914556193322955,0.05801535643581221,0
4729,0.666,0.32432432432432434,0.4,0.591012629868964,0.0,1,1,0.2234265872390813,1,0,1,0,0,0.1,0.10918032786885246,0.34575630378219346,0.16656441717791412,0.47317763448495026,0.508218863842885,1
4730,0.538,0.2702702702702703,0.1,0.0,0.0,1,0,0.5622089409538611,1,0,0,0,1,0.025,0.0881967213114754,0.0,0.7165644171779141,0.2756165857596485,0.5516694489711675,1
4731,0.71,0.22972972972972974,0.3,0.0,0.3333333333333333,0,1,0.3316288205523627,1,0,1,0,0,0.15,0.3475409836065574,0.0,0.24539877300613497,0.16249831530594164,0.3253103443163795,0
4732,0.576,0.47297297297297297,0.1,0.49389244055225767,0.0,1,0,0.08323844927190545,1,0,0,1,0,0.025,0.09442622950819672,0.22897029559873738,0.7398773006134969,0.34462764005112545,0.5262232792366679,1
4733,0.72,0.17567567567567569,0.1,0.0,0.3333333333333333,1,0,0.1003581842065917,1,0,1,0,0,0.05,0.35081967213114756,0.0,0.8282208588957055,0.04904129071679237,0.09827336435029733,0
4734,0.48,0.4864864864864865,0.4,0.0,0.3333333333333333,1,1,0.4690893480327371,1,0,1,0,0,0.2,0.2721311475409836,0.0,0.13803680981595093,0.22993386481107214,0.46025450980494187,1
4735,0.75,0.33783783783783783,0.2,0.6612087003133423,0.3333333333333333,1,0,0.6539821552958307,0,1,1,0,0,0.1,0.36065573770491804,0.37782678198711545,0.401840490797546,0.7276049515948823,0.17200159461956782,0
4736,0.576,0.1891891891891892,0.0,0.0,0.3333333333333333,1,0,0.8006685138430719,1,0,1,0,0,0.0,0.30360655737704917,0.0,0.7398773006134969,0.39260036741171966,0.7857637643075306,0
4737,0.882,0.24324324324324326,0.6,0.4430841621791541,0.0,1,1,0.9498823637657396,0,1,1,0,0,0.15,0.14459016393442622,0.30241711176691916,0.11881390593047036,0.7385149493630152,0.3865244632284429,0
4738,0.704,0.2972972972972973,0.1,0.41271434150813985,0.0,0,0,0.048509332641267236,1,0,1,0,0,0.025,0.11540983606557377,0.25351998743726406,0.8184049079754602,0.2776260265226654,0.4603341818760716,1
4739,0.514,0.1891891891891892,0.6,0.0,0.3333333333333333,0,0,0.9803457730213235,1,0,1,0,0,0.3,0.28327868852459015,0.0,0.08118609406952966,0.4807466515003725,0.9621518390626127,0
4740,0.37,0.16216216216216217,0.6,0.41373359996483033,0.0,1,1,0.6285547769812017,0,1,1,0,0,0.15,0.060655737704918035,0.33886145618999647,0.06646216768916156,0.5628127539153468,0.10722854441678693,0
4741,0.602,0.36486486486486486,0.2,0.6612309802756968,0.3333333333333333,1,0,0.11522565404996174,0,1,1,0,0,0.1,0.3121311475409836,0.361046645914518,0.35644171779141104,0.4633148577529461,0.700923022788814,1
4742,0.312,0.5540540540540541,0.8,0.47490237968730653,0.3333333333333333,1,1,0.8534223018298247,0,1,0,1,0,0.4,0.21704918032786885,0.19777662868326534,0.034662576687116566,0.7107771945682176,0.25264151205515006,0
4743,0.322,0.527027027027027,0.8,0.49004083689915695,0.0,1,1,0.9063224537943374,1,0,0,0,1,0.2,0.05278688524590164,0.21124189396819157,0.03542944785276073,0.7460465559898105,0.2859280910223223,0
4744,0.814,0.44594594594594594,0.1,0.0,0.0,1,1,0.1141286492860068,1,0,1,0,0,0.025,0.13344262295081968,0.0,0.8858895705521472,0.055796821897946526,0.11179174633669242,1
4745,0.836,0.4189189189189189,0.1,0.5316288378281397,0.0,1,0,0.511977093812459,0,1,0,1,0,0.025,0.13704918032786886,0.26658461764741687,0.8993865030674847,0.5781850628389045,0.15181093439532656,1
4746,0.814,0.1891891891891892,0.9,0.0,0.3333333333333333,1,0,0.5797522663414356,0,1,1,0,0,0.45,0.38163934426229507,0.0,0.06025903203817315,0.28422301125024835,0.5688916250220964,0
4747,0.626,0.6216216216216216,0.6,0.0,0.3333333333333333,0,1,0.07933227623238019,0,1,0,0,1,0.3,0.32,0.0,0.09263803680981596,0.038726375707553114,0.07763235811216562,0
4748,0.374,0.25675675675675674,0.7,0.6313796569754677,1.0,1,1,0.5884511970893219,1,0,0,1,0,0.7,0.5895081967213115,0.41928709549104765,0.05118317265556529,0.6770972717695223,0.19959419769365314,1
4749,0.44,0.14864864864864866,0.4,0.4863673932312518,0.3333333333333333,1,1,0.8689889384436212,0,1,0,1,0,0.2,0.25901639344262295,0.41208716595367534,0.13190184049079753,0.7254704742739428,0.2538023778210626,0
4750,1.0,0.22972972972972974,0.5,0.0,0.0,1,1,0.40494477222574754,1,0,1,0,0,0.125,0.16393442622950818,0.0,0.1656441717791411,0.1984657423136125,0.39728416907110564,0
4751,0.622,0.6216216216216216,0.8,0.5131631332865069,0.3333333333333333,1,0,0.9470234407385905,1,0,0,1,0,0.4,0.31868852459016395,0.19701446318272722,0.05843558282208589,0.7802451952917958,0.2974055818459209,1
4752,0.618,0.4864864864864865,0.8,0.5318355352964225,0.0,1,0,0.2839082132343639,0,1,1,0,0,0.2,0.10131147540983607,0.24199490788738828,0.05812883435582822,0.4664259792653719,0.37595934770614875,0
4753,0.208,0.2972972972972973,0.2,0.4909443910075202,0.0,1,0,0.7415628192492383,0,1,0,0,1,0.05,0.03409836065573771,0.3015747293534916,0.23558282208588957,0.6657747048761903,0.12307170147684932,0
4754,0.716,0.5540540540540541,0.2,0.0,0.0,1,0,0.8983934465741478,1,0,1,0,0,0.05,0.11737704918032787,0.0,0.3914110429447853,0.4405423814565363,0.8816997376123306,1
4755,0.74,0.25675675675675674,0.2,0.479592650545885,0.3333333333333333,1,1,0.6923592703103145,1,0,1,0,0,0.1,0.35737704918032787,0.31848826176870376,0.3987730061349693,0.6346495068525775,0.08875017101514338,0
4756,0.87,0.28378378378378377,0.1,0.5187284606271814,0.0,1,0,0.8190123656809225,1,0,1,0,0,0.025,0.14262295081967213,0.32681208307483167,0.9202453987730062,0.7208707627337972,0.164883388412441,1
4757,0.786,0.24324324324324326,0.8,0.3695403181427169,0.0,1,1,0.1684270847865971,1,0,0,0,1,0.2,0.12885245901639344,0.2522214180360669,0.07101226993865031,0.3098823184471387,0.2894366566044883,0
4758,0.286,0.40540540540540543,0.7,0.0,0.3333333333333333,1,0,0.24269077696920052,1,0,0,0,1,0.35,0.20852459016393443,0.0,0.0434706397896582,0.11886698381844918,0.2380004067546404,0
4759,0.414,0.21621621621621623,0.3,0.0,0.0,0,1,0.6171409369594796,0,1,0,0,1,0.075,0.06786885245901639,0.0,0.18486707566462166,0.3025651898713372,0.605595856031242,0
4760,1.0,0.2972972972972973,0.1,0.3065555819894843,0.0,1,0,0.8709424750063631,0,1,1,0,0,0.025,0.16393442622950818,0.18830934493528964,1.0,0.6157567944993139,0.4771841622133186,0
4761,0.898,0.1891891891891892,0.3,0.42266531403248225,0.3333333333333333,1,1,0.08964066068309522,1,0,1,0,0,0.15,0.40918032786885244,0.32454077289911915,0.28384458077709607,0.3039289886551586,0.4322118552532735,0
4762,0.812,0.21621621621621623,0.1,0.4110563775116821,0.0,1,1,0.45028030176881884,0,1,1,0,0,0.025,0.13311475409836065,0.29706063772245356,0.8846625766871166,0.4737068504284581,0.06387603987884152,0
4763,0.804,0.2702702702702703,0.0,0.581809092289224,0.3333333333333333,1,1,0.6884789997444757,0,1,1,0,0,0.0,0.37836065573770494,0.376200651033849,0.8797546012269939,0.6956589328476901,0.04034425796314496,0
4764,0.692,0.24324324324324326,0.3,0.0,0.6666666666666666,1,0,0.32517265398845585,1,0,0,0,1,0.225,0.5698360655737705,0.0,0.24171779141104294,0.15933104141347196,0.31897236478734015,0
4765,0.56,0.4189189189189189,0.1,0.0,0.3333333333333333,0,1,0.8143113167307477,1,0,0,0,1,0.05,0.2983606557377049,0.0,0.7300613496932515,0.399293269922602,0.7991568210951616,0
4766,0.618,0.2702702702702703,0.9,0.0,0.3333333333333333,1,1,0.1784644433543403,1,0,0,0,1,0.45,0.3173770491803279,0.0,0.0468984321745058,0.08735875247810095,0.1749498048770598,0
4767,0.67,0.28378378378378377,0.9,0.0,0.3333333333333333,1,1,0.09408138477224573,0,1,0,0,1,0.45,0.3344262295081967,0.0,0.050443081117927745,0.04596201096465374,0.09211146844365004,0
4768,0.498,0.17567567567567569,0.3,0.0,0.0,1,1,0.650436566692119,1,0,0,0,1,0.075,0.08163934426229508,0.0,0.20204498977505111,0.3188993996135519,0.6382819736465603,1
4769,0.418,0.17567567567567569,0.1,0.5547394163104231,0.0,0,1,0.716813355675467,1,0,0,0,1,0.025,0.06852459016393443,0.4396934203779327,0.6429447852760736,0.6928981688240318,0.020202588944687707,0
4770,0.53,0.013513513513513514,0.5,0.0,0.3333333333333333,1,0,0.7996230640026123,0,1,0,0,1,0.25,0.28852459016393445,0.0,0.10797546012269939,0.3920874893821958,0.7847374525446784,0
4771,0.46,0.24324324324324326,0.3,0.29882606918211296,0.0,1,1,0.06044622261425966,1,0,0,1,0,0.075,0.07540983606557378,0.20395700067062303,0.19427402862985685,0.21338515248646123,0.30834608389189283,0
4772,0.274,0.35135135135135137,0.6,0.24588250153677932,0.0,1,1,0.2654073464015813,0,1,0,0,1,0.15,0.04491803278688525,0.13730855027377753,0.05664621676891616,0.28134908386741875,0.041929403279750116,0
4773,0.592,0.22972972972972974,0.1,0.4860648799677989,0.3333333333333333,1,1,0.7142094069983683,1,0,0,1,0,0.05,0.30885245901639347,0.34123127893208577,0.7496932515337423,0.6493523538052303,0.10222883968943507,0
4774,0.922,0.22972972972972974,0.7,0.0,0.0,1,1,0.0008331295638733498,1,0,1,0,0,0.175,0.15114754098360655,0.0,0.09921121822962314,0.00021617071775792404,0.0005702222909691838,0
4775,0.352,0.22972972972972974,0.5,0.0,0.3333333333333333,1,1,0.528083231948651,0,1,0,0,1,0.25,0.2301639344262295,0.0,0.08613496932515338,0.25887515473795336,0.5181684475722673,0
4776,0.834,0.25675675675675674,0.7,0.0,0.3333333333333333,1,1,0.1236251562024173,0,1,0,0,1,0.35,0.3881967213114754,0.0,0.09149868536371604,0.06045562958642166,0.12111440953594677,0
4777,0.396,0.20270270270270271,0.1,0.31928433572371956,0.3333333333333333,0,1,0.4112097205283104,1,0,1,0,0,0.05,0.24459016393442623,0.23773126860374172,0.6294478527607362,0.3980549492619458,0.010190023534923626,0
4778,0.774,0.36486486486486486,0.2,0.0,0.3333333333333333,0,1,0.8885053022563655,1,0,0,0,1,0.1,0.3685245901639344,0.0,0.4092024539877301,0.4356914438246341,0.8719926063532563,0
4779,0.526,0.2972972972972973,0.1,0.5893102653750772,0.6666666666666666,0,0,0.5397992008236786,0,1,0,1,0,0.075,0.4881967213114754,0.3619983994949052,0.7092024539877301,0.6273363033011565,0.19554108356863925,1
4780,0.722,0.24324324324324326,0.8,0.0,0.3333333333333333,1,0,0.2760055085260642,0,1,0,0,1,0.4,0.35147540983606557,0.0,0.0661042944785276,0.13521056455637243,0.27070527651485793,0
4781,1.0,0.47297297297297297,0.7,0.2606921399840071,0.3333333333333333,0,0,0.9131974603574641,1,0,0,0,1,0.35,0.4426229508196721,0.12085780516434079,0.10604732690622261,0.6082578882318889,0.5751530251112329,1
4782,0.804,0.47297297297297297,0.8,0.45529712880636114,0.0,1,1,0.25790192963428005,1,0,1,0,0,0.2,0.1318032786885246,0.21107737152542733,0.07239263803680981,0.40655929958724935,0.30722154427054965,0
4783,0.72,0.25675675675675674,0.5,0.0,0.3333333333333333,1,0,0.5770137548135846,1,0,1,0,0,0.25,0.35081967213114756,0.0,0.1312883435582822,0.2828795489989986,0.5662032448770441,0
4784,0.628,0.47297297297297297,0.7,0.747722631128838,0.0,1,0,0.9319960556233119,1,0,0,0,1,0.175,0.10295081967213114,0.34664687656283477,0.07344434706397897,0.9172416459413114,0.005631337838397076,1
4785,0.32,0.05405405405405406,0.3,0.6250918052026622,0.0,0,0,0.22183548528884506,1,0,1,0,0,0.075,0.05245901639344262,0.6981419907797506,0.1656441717791411,0.4933724000822489,0.5517542263382907,0
4786,0.454,0.21621621621621623,0.2,0.0,0.3333333333333333,1,1,0.4201489742270387,1,0,1,0,0,0.1,0.2636065573770492,0.0,0.31104294478527605,0.2059246378637584,0.41221004189140814,0
4787,0.358,0.32432432432432434,0.1,0.6277405300295431,0.0,1,1,0.41136448530834685,0,1,1,0,0,0.025,0.05868852459016394,0.3672429901293512,0.6061349693251534,0.5879820218183274,0.3689570415359519,0
4788,0.814,0.35135135135135137,0.9,0.0,0.3333333333333333,1,0,0.8876714726256357,1,0,0,0,1,0.45,0.38163934426229507,0.0,0.06025903203817315,0.43528238268997527,0.8711740408658327,0
4789,0.682,0.3108108108108108,0.2,0.0,0.0,1,1,0.2842238433770425,0,1,1,0,0,0.05,0.11180327868852459,0.0,0.38098159509202456,0.1392423250686548,0.2787731659555497,1
4790,0.542,0.21621621621621623,0.8,0.0,0.0,0,0,0.2398282535982186,0,1,0,0,1,0.2,0.08885245901639344,0.0,0.05230061349693252,0.11746268368930117,0.2351902849358964,0
4791,0.718,0.22972972972972974,0.2,0.0,0.3333333333333333,1,0,0.5249041783490322,0,1,0,0,1,0.1,0.3501639344262295,0.0,0.3920245398773006,0.25731557083175044,0.515047589949302,0
4792,0.812,0.013513513513513514,0.4,0.519231613122284,0.0,1,1,0.6676823136609547,0,1,0,0,1,0.1,0.13311475409836065,0.6714754839096102,0.18895705521472392,0.6469407697630253,0.01570389047608509,0
4793,0.876,0.3108108108108108,0.6,0.0,0.0,1,1,0.12781115596539466,1,0,1,0,0,0.15,0.1436065573770492,0.0,0.11820040899795502,0.06250920234231717,0.12522378009565852,0
4794,0.71,0.28378378378378377,0.5,0.5953798213449931,0.3333333333333333,1,0,0.48036572492673046,1,0,1,0,0,0.25,0.3475409836065574,0.3751043838990825,0.13006134969325153,0.6019150978957504,0.26136209395286036,0
4795,0.266,0.14864864864864866,0.9,0.0,0.0,1,1,0.40815332864288534,0,1,1,0,0,0.225,0.04360655737704918,0.0,0.022903885480572594,0.2000397997472186,0.4004339894309573,0
4796,0.738,0.22972972972972974,0.1,0.40187607645797546,0.0,1,1,0.8250657437785308,0,1,0,0,1,0.025,0.12098360655737705,0.2821283602120122,0.8392638036809816,0.6519191725616854,0.31474640693931466,0
4797,0.886,0.1891891891891892,0.1,0.3842555357834729,0.0,1,1,0.690967137361618,1,0,0,1,0,0.025,0.14524590163934425,0.2950480780742505,0.9300613496932515,0.5752876834354012,0.2048048395064298,0
4798,0.486,0.3108108108108108,0.6,0.0,0.3333333333333333,1,1,0.4956718866651765,0,1,1,0,0,0.3,0.2740983606557377,0.0,0.07832310838445807,0.24297475831539722,0.48635042663338673,0
4799,0.402,0.4594594594594595,0.1,0.0,0.0,0,0,0.31789520899245877,0,1,1,0,0,0.025,0.0659016393442623,0.0,0.6331288343558282,0.15576086376834036,0.3118281412064001,1
4800,0.68,0.28378378378378377,0.6,0.0,0.3333333333333333,1,0,0.8026831562414211,0,1,1,0,0,0.3,0.3377049180327869,0.0,0.09815950920245399,0.3935887130821406,0.7877415265217919,0
4801,0.946,0.7162162162162162,0.5,0.5942854327826887,0.0,0,1,0.8134350830504313,0,1,1,0,0,0.125,0.15508196721311476,0.20566451778683084,0.15901840490797545,0.7646390775721703,0.06634896671509014,0
4802,0.324,0.28378378378378377,0.3,0.0,0.0,1,0,0.6743974549569484,0,1,0,0,1,0.075,0.05311475409836065,0.0,0.16646216768916156,0.3306541607539854,0.6618042322216535,0
4803,0.904,0.3108108108108108,0.5,0.0,0.3333333333333333,1,1,0.6731378846679857,0,1,0,0,1,0.25,0.41114754098360656,0.0,0.15386503067484664,0.3300362392594774,0.6605677197141446,0
4804,0.2,0.21621621621621623,0.2,0.0,0.3333333333333333,1,0,0.8774305446170109,1,0,0,0,1,0.1,0.18032786885245902,0.0,0.2331288343558282,0.4302583760142938,0.8611205839987358,0
4805,0.602,0.3108108108108108,0.1,0.35958069668844433,0.0,1,0,0.8717137486629972,0,1,0,1,0,0.025,0.09868852459016393,0.21549398295746303,0.7558282208588957,0.6487714992597159,0.4126332905650252,0
4806,0.694,0.20270270270270271,0.1,0.34814015523195097,0.0,1,0,0.8626470327916316,1,0,1,0,0,0.025,0.1137704918032787,0.2592166025545699,0.8122699386503067,0.6372820207046018,0.4178232166575206,0
4807,0.522,0.13513513513513514,0.2,0.0,0.3333333333333333,0,0,0.12693337213703906,0,1,1,0,0,0.1,0.28590163934426227,0.0,0.3319018404907976,0.06207857810496782,0.12436206503921286,0
4808,0.586,0.20270270270270271,0.0,0.5492738107332742,0.0,1,1,0.9243148220655073,1,0,1,0,0,0.0,0.0960655737704918,0.4089757787222759,0.7460122699386503,0.7913304699299222,0.23063719542920894,0
4809,0.944,0.25675675675675674,0.3,0.4207405484832507,0.0,1,0,0.9131539562028173,0,1,1,0,0,0.075,0.15475409836065573,0.2794057118880328,0.29325153374233126,0.7067444527998401,0.3779877701652687,0
4810,0.564,0.2702702702702703,0.4,0.0,0.3333333333333333,0,0,0.9625621246829071,0,1,1,0,0,0.2,0.299672131147541,0.0,0.150920245398773,0.4720223280899423,0.9446937394295214,0
4811,0.45,0.10810810810810811,0.7,0.0,0.3333333333333333,1,0,0.5625339719943254,1,0,0,0,1,0.35,0.26229508196721313,0.0,0.05784399649430324,0.2757760398751077,0.5519885299707629,0
4812,0.644,0.17567567567567569,0.6,0.3631982610947736,0.0,1,0,0.8865063613575097,0,1,1,0,0,0.15,0.10557377049180328,0.28787549793778355,0.09447852760736196,0.6582550450423533,0.4226995597614905,0
4813,0.334,0.28378378378378377,0.3,0.0,0.3333333333333333,0,1,0.06227559731954401,0,1,0,0,1,0.15,0.2242622950819672,0.0,0.1685071574642127,0.030358689824899268,0.060887919951707836,0
4814,0.542,0.28378378378378377,0.8,0.0,0.3333333333333333,1,0,0.1805741448308313,0,1,0,0,1,0.4,0.29245901639344263,0.0,0.05230061349693252,0.08839373234444307,0.17702088601135643,0
4815,0.85,0.7972972972972973,0.6,0.5385475832040013,0.0,1,0,0.18914336319118472,1,0,0,1,0,0.15,0.13934426229508196,0.17185255429149862,0.11554192229038854,0.42406731240186524,0.47725627451922714,0
4816,0.5,0.14864864864864866,0.8,0.0,0.3333333333333333,0,1,0.17369583795252444,0,1,1,0,0,0.4,0.2786885245901639,0.0,0.049079754601226995,0.0850193643530954,0.1702684938979195,0
4817,0.58,0.13513513513513514,0.7,0.0,0.3333333333333333,1,1,0.6554941996960709,0,1,1,0,0,0.35,0.30491803278688523,0.0,0.06923751095530237,0.32138057924430424,0.6432470212684176,0
4818,0.804,0.24324324324324326,0.1,0.34610845383478206,0.0,1,1,0.52639512073403,1,0,1,0,0,0.025,0.1318032786885246,0.23622852699597863,0.8797546012269939,0.4710726684410721,0.09022908690357567,0
4819,0.526,0.10810810810810811,0.4,0.4003480855513886,0.0,0,1,0.7482826109893495,0,1,1,0,0,0.1,0.08622950819672132,0.37834416768614354,0.1450920245398773,0.6133103513343292,0.24125081126344144,0
4820,0.268,0.1891891891891892,0.3,0.0,0.3333333333333333,1,1,0.6969636100247573,1,0,1,0,0,0.15,0.20262295081967213,0.0,0.15501022494887526,0.34172469201928224,0.6839572896827908,0
4821,0.322,0.20270270270270271,0.3,0.0,0.3333333333333333,1,0,0.6621888890389032,1,0,1,0,0,0.15,0.22032786885245903,0.0,0.16605316973415135,0.32466486792611865,0.6498191571617754,0
4822,0.79,0.1891891891891892,0.2,0.0,1.0,0,1,0.8985535618651581,1,0,1,0,0,0.2,0.8622950819672132,0.0,0.41411042944785276,0.44062093100695177,0.8818569218216697,1
4823,0.872,0.1891891891891892,0.6,0.45641076821270343,0.0,1,0,0.07893293809558811,1,0,0,0,1,0.15,0.14295081967213114,0.3504519972600544,0.11779141104294479,0.31944591019573654,0.48428592347662014,0
4824,0.754,0.22972972972972974,0.5,0.5435053730381127,0.0,0,0,0.7137838163544618,0,1,1,0,0,0.125,0.12360655737704918,0.3815561279813965,0.1354601226993865,0.6844975127365814,0.031064842511681928,0
4825,0.544,0.17567567567567569,0.5,0.4235212392410002,0.0,1,1,0.012835475787937745,0,1,1,0,0,0.125,0.08918032786885247,0.33568824714696444,0.10969325153374233,0.26677662131840685,0.5086652336166265,0
4826,0.888,0.08108108108108109,1.0,0.582414756525249,0.0,1,1,0.44494484223243314,0,1,1,0,0,0.25,0.14557377049180328,0.5962711045207127,0.05447852760736197,0.5765584346100014,0.2801662245103984,0
4827,0.572,0.4594594594594595,0.4,0.44354474759054563,0.0,0,1,0.16464002312220816,0,1,0,0,1,0.1,0.09377049180327869,0.20958332812754915,0.1521472392638037,0.3535733103052153,0.3843014504489543,1
4828,0.782,0.32432432432432434,0.9,0.48249323061805693,0.3333333333333333,1,0,0.1955736772861808,1,0,0,0,1,0.45,0.3711475409836066,0.2822699001464932,0.058077709611451936,0.39272111097422596,0.40190470739216916,0
4829,0.674,0.21621621621621623,0.5,0.5112456615353269,0.0,1,0,0.9554964499109664,0,1,1,0,0,0.125,0.11049180327868853,0.36946504313561157,0.1256441717791411,0.7832217129993717,0.30808512472360833,0
4830,0.62,0.16216216216216217,0.4,0.0,0.3333333333333333,1,0,0.6457490690360929,0,1,0,0,1,0.2,0.3180327868852459,0.0,0.15950920245398773,0.31659980142320404,0.6336802856491651,0
4831,0.62,0.22972972972972974,0.7,0.0,0.3333333333333333,1,0,0.06604140695436414,0,1,1,0,0,0.35,0.3180327868852459,0.0,0.07274320771253287,0.03220612520660961,0.06458479241301963,0
4832,0.534,0.8243243243243243,0.7,0.0,0.0,1,1,0.8029646831272386,1,0,1,0,0,0.175,0.08754098360655738,0.0,0.06520595968448728,0.39372682487753063,0.7880178997568259,0
4833,0.824,0.1891891891891892,1.0,0.7643567553662923,0.0,1,0,0.8983170392772509,0,1,1,0,0,0.25,0.13508196721311475,0.5869062918614026,0.05055214723926381,0.9109574611254546,0.05918113114018003,0
4834,0.804,0.22972972972972974,0.2,0.0,0.0,1,0,0.221640966712321,1,0,0,0,1,0.05,0.1318032786885246,0.0,0.41840490797546015,0.10854034279887308,0.2173359357906923,1
4835,0.422,0.21621621621621623,0.4,0.33934809946141875,0.3333333333333333,1,1,0.1460428970966727,0,1,0,0,1,0.2,0.25311475409836065,0.24523877587338183,0.12914110429447853,0.2803181026196643,0.274225034476702,0
4836,0.518,0.10810810810810811,1.0,0.503759036188757,0.0,0,1,0.21822039004724947,0,1,1,0,0,0.25,0.08491803278688524,0.4760714491708101,0.03177914110429448,0.41692001472472895,0.405864453507763,0
4837,0.906,0.13513513513513514,0.3,0.0,0.3333333333333333,1,0,0.7982883365361392,0,1,1,0,0,0.15,0.41180327868852457,0.0,0.28548057259713705,0.39143269718991314,0.7834271586921862,0
4838,0.412,0.2972972972972973,0.9,0.5175821386284766,0.0,0,0,0.08991538691945078,1,0,1,0,0,0.225,0.06754098360655737,0.3179376243707676,0.032856169052488074,0.36248394971670894,0.5488458275716713,0
4839,0.362,0.47297297297297297,0.5,0.5087421749603595,0.0,1,0,0.7075169178656562,1,0,1,0,0,0.125,0.05934426229508197,0.2358546853925634,0.08736196319018405,0.6600267519849217,0.06772852568918679,1
4840,0.122,0.22972972972972974,0.2,0.0,0.3333333333333333,1,1,0.4691158005589533,1,0,1,0,0,0.1,0.15475409836065573,0.0,0.20920245398773007,0.22994684192293027,0.46028047808937045,0
4841,0.474,0.35135135135135137,0.5,0.500538565279632,0.3333333333333333,1,1,0.2092232808233186,1,0,0,1,0,0.25,0.2701639344262295,0.279516534625716,0.10110429447852762,0.41052404030823414,0.4107303896622076,1
